Server,Domain,Operating-System
CSN-AHP-SQL-02,AHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-AHP-APP-01,AHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-AHP-APP-02,AHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-AHP-SQL-03,AHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-AHP-ADC-01,AHP.tzghosting.net,Windows Server 2012 R2 Standard
ABN-AHP-ADC-02,AHP.tzghosting.net,Windows Server 2012 R2 Standard
ABN-AHP-CSF-01,AHP.tzghosting.net,Windows Server 2012 R2 Standard
ABN-AHP-CSF-02,AHP.tzghosting.net,Windows Server 2012 R2 Standard
ABN-AHP-SQL-99,AHP.tzghosting.net,Windows Server 2012 R2 Standard
CSN-AHP-ADC-01,AHP.tzghosting.net,Windows Server 2012 R2 Standard
CSN-AHP-ADC-02,AHP.tzghosting.net,Windows Server 2012 R2 Standard
CSN-AHP-CSF-01,AHP.tzghosting.net,Windows Server 2012 R2 Standard
CSN-AHP-CSF-02,AHP.tzghosting.net,Windows Server 2012 R2 Standard
CSN-AHP-SQL-99,AHP.tzghosting.net,Windows Server 2012 R2 Standard
ABN-AHP-SQL-T05,AHP.tzghosting.net,Windows Server 2012 R2 Standard
ABN-AHP-IHM-T01,AHP.tzghosting.net,Windows Server 2012 R2 Standard
ABN-AHP-SQL-T04,AHP.tzghosting.net,Windows Server 2012 R2 Standard
ABN-AHP-APP-T04,AHP.tzghosting.net,Windows Server 2012 R2 Standard
CSN-AHP-SQL-05,AHP.tzghosting.net,Windows Server 2012 R2 Standard
CSN-AHP-IHM-01,AHP.tzghosting.net,Windows Server 2012 R2 Standard
CSN-AHP-SQL-04,AHP.tzghosting.net,Windows Server 2012 R2 Standard
CSN-AHP-APP-04,AHP.tzghosting.net,Windows Server 2012 R2 Standard
CSN-AHP-XEN-02,AHP.tzghosting.net,Windows Server 2012 R2 Standard
ABN-AHP-XEN-T02,AHP.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-DC-02,txc.tzghosting.net,Windows Server 2008 R2 Standard
CSN-TXC-DC-01,txc.tzghosting.net,Windows Server 2008 R2 Standard
CSN-TXC-DC-02,txc.tzghosting.net,Windows Server 2008 R2 Standard
ABN-TXC-DC-01,txc.tzghosting.net,Windows Server 2008 R2 Standard
ABN-TXC-DFS-01,txc.tzghosting.net,Windows Server 2008 R2 Standard
CSN-TXC-DFS-01,txc.tzghosting.net,Windows Server 2008 R2 Standard
ABN-TXC-APP-D01,txc.tzghosting.net,Windows Server 2008 R2 Standard
ABN-TXC-APP-D02,txc.tzghosting.net,Windows Server 2008 R2 Standard
ABN-TXC-SQL-D01,txc.tzghosting.net,Windows Server 2008 R2 Standard
CSN-TXC-APP-20,txc.tzghosting.net,Windows Server 2008 R2 Standard
CSN-TXC-SQL-08,txc.tzghosting.net,Windows Server 2008 R2 Standard
ABN-TXC-SQL-D03,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-XEN-D01,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-XEN-D02,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-XEN-D03,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-SQL-D02,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-APP-D03,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-BIZ-D01,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-HUB-D01,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-APP-D05,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-APP-D04,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-WEB-01,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-BIZ-T05,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-HUB-T05,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-APP-T22,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-APP-T18,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-SQL-T12,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-APP-T19,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-APP-T20,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-APP-T21,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-SQL-T13,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-IHM-T01,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-SQL-D04,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-IHM-D01,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-SQL-12,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-WEB-01,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-SQL-13,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-IHM-01,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-SQL-10,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-BIZ-03,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-APP-22,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-HUB-03,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-APP-28,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-APP-23,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-APP-24,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-APP-25,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-APP-26,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-APP-27,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-SQL-11,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-SQL-T14,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-SQL-14,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-SQL-T15,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-SQL-T16,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-SQL-01,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-SQL-99,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-ADC-01,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-ADC-02,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-CSF-01,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-CSF-02,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-SQL-99,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-APP-D09,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-SQL-D05,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-TOE-D01,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-TOE-D02,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-WAS-D01,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-TOE-T01,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-TOE-T02,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-WAS-T01,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-APP-T26,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-SQL-T17,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-TOE-01,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-TOE-02,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-WAS-01,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-APP-32,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-SQL-15,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-TOE-T03,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-TOE-T04,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-TOE-03,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-TOE-04,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-WEB-D01,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-WEB-T01,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-WEB-02,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-XEN-01,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-XEN-D04,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-ADC-01,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-ADC-02,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-CSF-01,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-CSF-02,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-APP-D10,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-SQL-D06,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-APP-T27,txc.tzghosting.net,Windows Server 2012 R2 Standard
ABN-TXC-SQL-T18,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-APP-33,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-SQL-16,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-TXC-SQL-17,txc.tzghosting.net,Windows Server 2012 R2 Standard
CSN-WHA-DC-01,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-DC-02,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-DC-01,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-DC-02,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-DFS-01,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-DFS-01,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-ZDC-01,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-ZDC-02,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-ZDC-01,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-ZDC-02,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-CWI-01,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-XEN-01,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-XEN-02,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-XEN-03,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-WAS-01,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-WAS-02,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-WAS-D01,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-XEN-T01,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-XEN-T05,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-XEN-T03,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-WAS-T05,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-WAS-T02,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-XEN-D01,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-XEN-T07,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-XEN-T06,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-XEN-T02,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-CWI-02,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-IHM-T08,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-SQL-T07,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-SQL-T04,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-FHG-T01,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-IHM-T07,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-APP-T03,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-XEN-T04,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-WAS-T01,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-APP-T01,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-APP-T02,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-APP-D01,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-IHM-D01,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-IHM-D02,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-SQL-D01,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-SQL-01,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-IHM-01,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-IHM-02,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-SQL-T05,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-IHM-T09,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-IHM-T10,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-FHG-02,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-APP-01,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-WEB-01,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-CWI-01,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-CWI-02,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-WAS-T03,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-WAS-T04,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-APP-T04,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-FHG-T02,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-SQL-T06,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-FXI-T01,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-FXI-01,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-FXI-T02,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-01,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-HPA-T01,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-SQL-02,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-SQL-04,wha.tzghosting.net,Windows Server 2012 R2 Standard
ABN-WHA-SQL-D02,wha.tzghosting.net,Windows Server 2012 R2 Standard
ABN-WHA-SQL-T09,wha.tzghosting.net,Windows Server 2012 R2 Standard
ABN-WHA-SQL-T10,wha.tzghosting.net,Windows Server 2012 R2 Standard
ABN-WHA-SQL-T11,wha.tzghosting.net,Windows Server 2012 R2 Standard
ABN-WHA-SQL-T12,wha.tzghosting.net,Windows Server 2012 R2 Standard
ABN-WHA-SQL-T14,wha.tzghosting.net,Windows Server 2012 R2 Standard
ABN-WHA-SQL-T13,wha.tzghosting.net,Windows Server 2012 R2 Standard
CSN-WHA-SQL-03,wha.tzghosting.net,Windows Server 2012 R2 Standard
CSN-WHA-HPA-09,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-35,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-37,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-36,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-38,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-40,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-39,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-42,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-43,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-44,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-45,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-47,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-46,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-50,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-48,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-49,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-51,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-52,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-54,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-55,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-56,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-59,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-58,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-57,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-60,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-62,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-61,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-63,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-66,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-00,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-02,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-03,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-04,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-05,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-06,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-08,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-07,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-11,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-HPA-10,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-CWI-03,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-WHA-CWI-04,wha.tzghosting.net,Windows Server 2008 R2 Standard
ABN-WHA-WEB-T01,wha.tzghosting.net,Windows Server 2008 R2 Standard
CSN-FHP-DC-01,FHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-FHP-DC-02,FHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-FHP-DFS-01,FHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-FHP-DC-01,FHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-FHP-DC-02,FHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-FHP-DFS-01,FHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-GHP-DC-01,GHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-GHP-DC-02,GHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-GHP-DC-01,GHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-GHP-ZDC-01,GHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-GHP-CWI-01,GHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-GHP-ZDC-02,GHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-GHP-DC-02,GHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-GHP-CWI-02,GHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-GHP-DFS-01,GHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-GHP-DFS-01,GHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-GHP-ZDC-01,GHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-GHP-ZDC-02,GHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-GHP-CWI-01,GHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-GHP-CWI-02,GHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-GHP-XEN-01,GHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-GHP-XEN-T01,GHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-GHP-SQL-02,GHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-GHP-APP-02,GHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-GHP-SQL-T02,GHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-GHP-APP-T02,GHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-GHP-SQL-T01,GHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-GHP-APP-T01,GHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-GHP-SQL-01,GHP.tzghosting.net,Windows Server 2008 R2 Standard
CSN-GHP-APP-01,GHP.tzghosting.net,Windows Server 2008 R2 Standard
ABN-GHP-ADC-01,GHP.tzghosting.net,Windows Server 2012 R2 Standard
ABN-GHP-ADC-02,GHP.tzghosting.net,Windows Server 2012 R2 Standard
ABN-GHP-CSF-01,GHP.tzghosting.net,Windows Server 2012 R2 Standard
ABN-GHP-CSF-02,GHP.tzghosting.net,Windows Server 2012 R2 Standard
ABN-GHP-SQL-99,GHP.tzghosting.net,Windows Server 2012 R2 Standard
CSN-GHP-ADC-01,GHP.tzghosting.net,Windows Server 2012 R2 Standard
CSN-GHP-ADC-02,GHP.tzghosting.net,Windows Server 2012 R2 Standard
CSN-GHP-CSF-01,GHP.tzghosting.net,Windows Server 2012 R2 Standard
CSN-GHP-CSF-02,GHP.tzghosting.net,Windows Server 2012 R2 Standard
CSN-GHP-SQL-99,GHP.tzghosting.net,Windows Server 2012 R2 Standard
ABN-GHP-SQL-T04,GHP.tzghosting.net,Windows Server 2012 R2 Standard
ABN-GHP-IHM-T01,GHP.tzghosting.net,Windows Server 2012 R2 Standard
ABN-GHP-XEN-T02,GHP.tzghosting.net,Windows Server 2012 R2 Standard
ABN-GHP-APP-T04,GHP.tzghosting.net,Windows Server 2012 R2 Standard
ABN-GHP-SQL-T03,GHP.tzghosting.net,Windows Server 2012 R2 Standard
CSN-GHP-SQL-04,GHP.tzghosting.net,Windows Server 2012 R2 Standard
CSN-GHP-IHM-01,GHP.tzghosting.net,Windows Server 2012 R2 Standard
CSN-GHP-SQL-03,GHP.tzghosting.net,Windows Server 2012 R2 Standard
CSN-GHP-APP-04,GHP.tzghosting.net,Windows Server 2012 R2 Standard
CSN-GHP-XEN-02,GHP.tzghosting.net,Windows Server 2012 R2 Standard
CSN-AAH-DC-01,AAH.tzghosting.net,Windows Server 2008 R2 Standard
CSN-AAH-DC-02,AAH.tzghosting.net,Windows Server 2008 R2 Standard
ABN-AAH-DC-01,AAH.tzghosting.net,Windows Server 2008 R2 Standard
ABN-AAH-DC-02,AAH.tzghosting.net,Windows Server 2008 R2 Standard
ABN-AAH-DFS-01,AAH.tzghosting.net,Windows Server 2008 R2 Standard
CSN-AAH-APP-02,AAH.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-DC-01,vhp.tzghosting.net,Windows Server 2008 R2 Standard
CSN-VHP-DC-01,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-DC-02,vhp.tzghosting.net,Windows Server 2008 R2 Standard
CSN-VHP-DC-02,vhp.tzghosting.net,Windows Server 2008 R2 Standard
CSN-VHP-DFS-01,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-DFS-01,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-HUB-T01,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-APP-T01,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-SQL-T01,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-BIZ-T01,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-HUB-T02,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-APP-T04,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-BIZ-T02,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-SQL-T02,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-APP-T03,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-WEB-T01,vhp.tzghosting.net,Windows Server 2008 R2 Standard
CSN-VHP-SQL-01,vhp.tzghosting.net,Windows Server 2008 R2 Standard
CSN-VHP-APP-01,vhp.tzghosting.net,Windows Server 2008 R2 Standard
CSN-VHP-HUB-01,vhp.tzghosting.net,Windows Server 2008 R2 Standard
CSN-VHP-BIZ-01,vhp.tzghosting.net,Windows Server 2008 R2 Standard
CSN-VHP-APP-02,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-WAS-D01,vhp.tzghosting.net,Windows Server 2008 R2 Standard
CSN-VHP-WAS-01,vhp.tzghosting.net,Windows Server 2008 R2 Standard
CSN-VHP-WEB-01,vhp.tzghosting.net,Windows Server 2008 R2 Standard
CSN-VHP-APP-03,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-SQL-T03,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-HUB-T03,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-BIZ-T03,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-APP-T05,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-APP-T07,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-WAS-T01,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-APP-T06,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-BIZ-T05,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-SQL-T05,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-APP-T11,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-APP-T10,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-HUB-T05,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-APP-D01,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-APP-T12,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-SQL-T06,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-SQL-D01,vhp.tzghosting.net,Windows Server 2008 R2 Standard
CSN-VHP-SQL-02,vhp.tzghosting.net,Windows Server 2008 R2 Standard
CSN-VHP-APP-04,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-WAS-T03,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-CWI-01,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-CWI-02,vhp.tzghosting.net,Windows Server 2008 R2 Standard
ABN-VHP-ZDC-02,vhp.tzghosting.net,Windows Server 2008 R2 Standard
